Year,Units,Territorio,Value
2011,Porcentaje,ES,99.84
2011,Porcentaje,ES53,99.37
2011,Porcentaje,ES531_071,98.50
2011,Porcentaje,ES531_072,98.26
2011,Porcentaje,ES532,99.51
2011,Porcentaje,ES533,99.68
2021,Porcentaje,ES,99.85
2021,Porcentaje,ES53,99.50
2021,Porcentaje,ES531_072,99.57
2021,Porcentaje,ES532,99.47
2021,Porcentaje,ES533,99.61
