Year,Units,Territorio,Value
2017,Porcentaje,ES,88.46
2018,Porcentaje,ES,94.79
2019,Porcentaje,ES,94.42
2020,Porcentaje,ES,93.71
2021,Porcentaje,ES,93.24
2021,Porcentaje,ES53,74.5
2022,Porcentaje,ES,94.88
2023,Porcentaje,ES,92.26
2023,Porcentaje,ES53,84.4
