Year,Units,Territorio,Value
2011,Porcentaje,ES,99.49
2011,Porcentaje,ES53,99.53
2011,Porcentaje,ES531_071,99.59
2011,Porcentaje,ES531_072,99.35
2011,Porcentaje,ES532,99.54
2011,Porcentaje,ES533,99.73
2021,Porcentaje,ES,99.52
2021,Porcentaje,ES53,99.7
2021,Porcentaje,ES531_072,99.87
2021,Porcentaje,ES532,99.67
2021,Porcentaje,ES533,99.68
